frame, Track_x, Track_y,Track.001_x,Track.001_y,Track.002_x,Track.002_y,Track.004_x,Track.004_y, 
42,167.51364648342100,358.1875784397130,271.13147807121300,440.16281747818000,81.55596613883970,587.8425271511080,198.73759245872500,120.15996640920600,
43,167.68651592731500,358.3793957233430,271.13125920295700,440.1621730327610,81.55590230226520,587.8425271511080,201.14910113811500,121.04803115129500,
44,166.52093303203600,358.4641971588140,271.13113152980800,440.1620593070980,81.55756205320360,587.8528382778170,204.2779322862630,122.92131078243300,
45,166.23709738254500,358.4824311733250,271.13113152980800,440.1620213985440,81.55944067239760,587.8587141036990,207.88338553905500,123.11656826734500,
46,167.36120474338500,358.6469922065740,271.13109505176500,440.1620213985440,81.65736597776410,587.8104944229130,212.36664640903500,124.66863924264900,
47,167.5436314344410,358.53190183639500,271.13109505176500,440.1620213985440,81.58544951677320,587.8565154075620,216.54945588111900,126.97024762630500,
48,167.33016192913100,357.6540913581850,271.13109505176500,440.1620213985440,81.58544039726260,587.8564395904540,221.0064343214040,128.78657913208000,
49,166.99359726905800,357.984881401062,271.13109505176500,440.1620213985440,81.57917529344560,587.8610265254970,224.91910564899400,129.8848562836650,
50,166.6111067533490,357.854172706604,271.22455179691300,440.12282395362900,81.61463195085530,587.8924527168270,229.13883090019200,132.1226171851160,
51,166.31618177890800,357.61004161834700,271.22455179691300,440.12282395362900,81.61481434106830,587.8921494483950,232.7065111398700,133.77018928527800,
52,165.4013307094570,357.86088252067600,271.2340360879900,440.15565276145900,81.57343912124630,587.9215664863590,237.23573434352900,134.77334439754500,
53,164.4273669719700,358.64304971694900,271.2340360879900,440.15565276145900,81.53223717212680,587.9066305160520,240.53845632076300,136.29183787107500,
54,164.32860267162300,359.52647066116300,271.2340360879900,440.15565276145900,81.53242868185040,587.9067442417150,242.86349380016300,137.84677094221100,
55,164.18493390083300,359.87447118759200,271.1846995353700,440.1897704601290,81.37341177463530,587.7413492202760,248.37844491004900,139.11106860637700,
56,163.66523122787500,359.9956648349760,271.18457186222100,440.1907181739810,81.36990988254550,587.7383923530580,251.644761800766,140.9134497642520,
57,163.40103900432600,360.23062205314600,271.18457186222100,440.19068026542700,81.37000107765200,587.7385818958280,255.352991938591,143.43546795845000,
58,163.09239828586600,360.45955181121800,271.14962589740800,440.16645669937100,81.37008315324780,587.7387714385990,259.31450736522700,145.0931995511060,
59,163.06861460208900,361.2409608364110,271.1487686634060,440.165812253952,81.43876218795780,587.7007870674130,263.0950917005540,146.8788440823560,
60,162.5695767402650,361.6310398578640,271.1487686634060,440.165812253952,81.4773468375206,587.7219400405880,265.4165725708010,148.9769024848940,
61,157.73621785640700,363.51475381851200,271.14875042438500,440.16577434539800,81.52385634183880,587.8176212310790,267.3117892742160,150.42454487085300,
62,106.37860840559000,373.8952910900120,271.2278165817260,440.2353365421300,81.47928929328920,587.8241415023800,269.7872986793520,151.3422730565070,
63,87.1004553437233,379.2275083065030,271.2553939819340,440.2289299964910,81.47995501756670,587.8243310451510,271.6849594116210,151.5657913684850,
64,64.89632552862170,422.98569345474200,271.2553392648700,440.2285888195040,81.47493016719820,587.8307375907900,272.5424122810360,152.21889889240300,
65,39.71951338648800,472.4891474246980,271.26464116573300,440.230673789978,81.47361695766450,587.8346421718600,274.3368766307830,154.10098278522500,
66,51.77433916926380,521.1937923431400,271.2553392648700,440.2285888195040,81.47140091657640,587.839191198349,276.45818424224900,155.3318166732790,
67,65.93866735696790,546.1500928401950,271.2553027868270,440.22847509384200,81.47408205270770,587.8392291069030,277.8688995838170,156.733058989048,
68,232.15530967712400,577.0878703594210,271.2553027868270,440.22851300239600,81.49712705612180,587.8240277767180,277.4200372695920,156.76044791936900,
69,268.77948331832900,461.62717151641800,271.37124824523900,440.3924295902250,81.4981849193573,587.8226251602170,277.2395986318590,156.09317207336400,
70,231.17975914478300,388.0542118549350,271.2998971939090,440.33848571777300,81.49880504608150,587.8248238563540,275.36389768123600,153.69882041215900,
71,172.69586312770800,369.0514497756960,271.4267860651020,440.305846452713,81.50065630674360,587.825430393219,275.3988254070280,152.8968175649640,
72,102.00392442941700,378.8869378566740,271.40982377529100,440.2562999725340,81.47937136888500,587.8363101482390,276.7648551464080,156.8741261959080,
73,70.13234728574750,390.9407207965850,271.39282500743900,440.0517075061800,81.37073063850400,587.8056800365450,277.3772667646410,157.05250489711800,
74,71.53532928228380,389.6846966743470,271.3343507051470,440.0511009693150,81.42118889093400,587.8385088443760,277.5451022386550,157.04647743701900,
75,71.18135091662410,390.7961754798890,271.3343142271040,440.0510630607610,81.49688082933430,587.7548825740810,277.5306934118270,157.04450619220700,
76,71.81288158893590,390.74568128585800,271.3343142271040,440.0511009693150,81.38613349199300,587.8103806972500,277.125914812088,156.86018532514600,
77,72.59658041596410,390.52622866630600,271.3342959880830,440.05098724365200,81.38637971878050,587.8285388946530,277.74688053131100,156.36943066120100,
78,73.33040463924410,390.43695402145400,271.3140506744390,439.98441982269300,81.51487362384800,587.866712808609,278.24008190631900,156.0779612660410,
79,73.82064673304560,390.41159319877600,271.3127374649050,439.982031583786,81.51632362604140,587.8668644428250,278.78582990169500,155.76774609088900,
80,74.90854051709180,389.9229898452760,271.3127739429470,439.9820694923400,81.51280349493030,587.8659546375280,279.21404564380600,155.63993740081800,
81,76.80198347568510,388.62628984451300,271.30239593982700,440.05925130844100,81.51488274335860,587.8847193717960,279.3985333442690,155.1873945593830,
82,78.46581083536150,387.5713326931,271.27804684639000,439.992835521698,81.47103613615040,587.913378238678,279.1669889688490,154.1687917113300,
83,79.99990403652190,387.306503534317,271.2586405277250,439.9385504722600,81.47145563364030,587.9130749702450,278.79294312000300,153.97907835245100,
84,82.05703765153890,387.021014213562,271.26318204402900,439.8966236114500,81.46267354488370,587.8962435722350,281.2587676048280,154.2169924378400,
85,84.80655187368390,386.6644084453580,271.26314556598700,439.8965857028960,81.46268266439440,587.8962435722350,281.36163568496700,153.5126041173940,
86,87.28734147548680,385.0664870738980,271.26318204402900,439.8966236114500,81.46043926477430,587.8934383392330,281.906982421875,153.52536034584000,
87,89.7777156829834,384.4728012084960,271.26314556598700,439.89650988578800,81.45908957719800,587.891770362854,282.19931745529200,153.63378828764000,
88,93.43747562170030,383.6822941303250,271.33103120327000,440.04848527908300,81.42162662744520,587.8985559940340,282.2190155982970,153.55144143104600,
89,95.25829535722730,382.9635479450230,271.35103940963700,440.0056486129760,81.42149895429610,587.8983664512630,282.149506688118,153.36818200349800,
90,97.26581883430480,382.68855929374700,271.31076765060400,440.00917410850500,81.42150807380680,587.8983664512630,281.91216230392500,152.93943625688600,
91,99.95741504430770,382.2234971523290,271.3585903644560,440.0177414417270,81.43537884950640,587.8854396343230,281.7246104478840,152.2503250837330,
92,102.84875589609100,381.40042662620500,271.39722061157200,439.93339490890500,81.49493837356570,587.8306996822360,281.85604083538100,151.8867062330250,
93,105.8483544588090,379.30457639694200,270.7481303215030,439.51712107658400,81.49420881271360,587.8305101394650,282.07412481308000,151.44233268499400,
94,109.05691748857500,378.66718196868900,270.5946671962740,439.2690854072570,81.43524205684660,587.885363817215,282.05734491348300,151.0070003271100,
95,112.39588952064500,376.89730739593500,270.4119304418560,438.77525067329400,81.43526029586790,587.885363817215,282.3434422016140,149.9481480717660,
96,115.24648439884200,374.15746665000900,270.12249541282700,438.4164083004000,81.4500430226326,587.8747494220730,283.30990970134700,148.33465576171900,
97,118.50737518072100,373.68156266212500,269.8349937200550,438.2748577594760,81.45003390312200,587.8747494220730,283.6814932823180,146.70070230960800,
98,121.10852408409100,372.73115730285600,269.56095242500300,438.05165219306900,81.42485493421560,587.8914670944210,283.6796876192090,145.2237566113470,
99,124.30607986450200,370.86177277565,269.624515414238,438.09217643737800,81.42492789030080,587.8914670944210,283.74957954883600,144.01988518238100,
100,127.38654112815900,370.4317002296450,269.3903810977940,437.95744943618800,81.44802761077880,587.8923389911650,283.53136789798700,143.5176726579670,
101,130.40291959047300,369.0837857723240,269.39114713668800,437.91529512405400,81.41988480091100,587.910952091217,283.68512284755700,142.92412894964200,
102,133.51270920038200,368.0906195640560,269.26495134830500,437.7473602294920,81.42012190818790,587.9108383655550,283.34877705574000,142.20055890083300,
103,136.03270357847200,368.3049166202550,269.30945456028000,437.75221252441400,81.44356817007070,587.8521180152890,283.0275514125820,141.27964639663700,
104,138.92742776870700,367.7720739841460,269.25338780880000,437.7400059700010,81.44202697277070,587.8521180152890,283.12478363513900,140.6385179758070,
105,141.6302683353420,366.74649596214300,269.08715736866,437.74971055984500,81.44140684604650,587.8517010211950,282.95337331295000,140.2085686326030,
106,144.6283439397810,365.9565575122830,269.0802083015440,437.7525157928470,81.42357820272450,587.8690252304080,282.7347421646120,139.91790479421600,
107,148.5701156258580,365.6953296661380,269.0144383907320,437.67192220687900,81.4530159831047,587.9071233272550,282.6982641220090,139.15573436021800,
108,151.32065123319600,365.37572264671300,268.9556357860570,437.6134293079380,81.45410120487210,587.9072370529180,282.5608878135680,138.19146394729600,
109,153.96628510952000,364.41602969169600,268.9295904636380,437.5694932937620,81.43307161331180,587.817090511322,282.7803032398220,137.17585587501500,
110,157.01065135002100,364.92665791511500,268.93334770202600,437.55069065094000,81.42968827486040,587.8159911632540,282.81741964817000,136.3293957710270,
111,160.5553869009020,364.9056565761570,268.9395672082900,437.5401141643520,81.3896353840828,587.8438160419460,282.93797957897200,135.41093784570700,
112,164.29471457004500,364.04979515075700,268.95627415180200,437.55812072753900,81.3897995352745,587.8438539505010,282.66080117225600,134.10066658258400,
113,166.87137758731800,363.7572169303890,268.91171622276300,437.59432339668300,81.3897448182106,587.8439297676090,282.2732219696050,133.0497277379040,
114,170.85244524478900,362.9530248641970,268.89001178741500,437.6147940158840,81.33888530731200,587.8263022899630,281.8225357532500,132.5889776945110,
115,174.21843838691700,361.20096731185900,268.82519030571000,437.4572081565860,81.39884608983990,587.7982120513920,281.48657298088100,132.05260008573500,
116,177.39790105819700,360.7649052143100,268.78922295570400,437.38609170913700,81.39878225326540,587.7981741428380,281.2027920484540,131.3939484357830,
117,181.79585802555100,360.18122720718400,268.3117983341220,436.8885040283200,81.39885520935060,587.7982120513920,280.7993996143340,130.04883921146400,
118,185.17201030254400,360.76050782203700,268.0403834581380,436.83300590515100,81.37386775016790,587.7844891548160,280.5425029993060,129.5923444032670,
119,185.49500513076800,362.89699602127100,268.23900640010800,436.7790620327000,81.36010640859600,587.7662172317510,280.49416959285700,129.3987928032880,
120,185.22856950759900,364.11727237701400,268.14170122146600,436.6902422904970,81.34528720378880,587.7499923706060,280.38024866581000,129.41351079940800,
121,185.42978239059400,364.935338973999,268.10544204711900,436.6896357536320,81.3566774725914,587.7311897277830,280.2459365129470,129.29867631197000,
122,185.1815857887270,367.1142089366910,268.2784756422040,436.61093759536700,81.36569666862490,587.7368001937870,280.44507014751400,129.13215351104700,
123,185.01831007003800,367.840802192688,268.20907616615300,436.26267170906100,81.37694102525710,587.7812669277190,280.906973361969,128.793914437294,
124,185.94669449329400,368.31780552864100,268.6708152294160,436.7745888233190,81.36638975143430,587.7443060874940,281.4211678504940,127.91610395908400,
125,186.24772953987100,368.43672466278100,268.8232752084730,436.18704414367700,81.41397535800930,587.8703520298000,281.30865132808700,126.78459048271200,
126,186.5391343832020,368.6672086715700,268.8232204914090,436.18674087524400,81.4306458234787,587.8740291595460,280.2041691541670,124.55001389980300,
127,186.26011383533500,368.7686140537260,268.4996967315670,436.1099760532380,81.43148481845860,587.8744082450870,279.33898293972000,123.16479742527000,
128,185.89369189739200,368.81861543655400,268.4910331964490,435.6507897377010,81.38660770654680,587.8483271598820,278.68823289871200,121.7971705198290,
129,184.02017962932600,368.34832191467300,268.537086725235,435.51003527641300,81.41085648536680,587.882444858551,278.60882019996600,121.47916513681400,
130,183.59856641292600,368.8591396808620,268.51084077358200,435.3147304058080,81.37236303091050,587.7921087741850,278.49834644794500,121.16466629505200,
131,182.72285628318800,369.55400347709700,268.4984747171400,435.11491441726700,81.3609636425972,587.7828969955440,278.3556261062620,120.60423570871400,
132,181.470583319664,370.87098455429100,269.3019765615460,435.90818881988500,81.34575229883190,587.7600002288820,278.1470628976820,120.57116997242000,
133,179.25915670394900,373.6794397830960,269.45742774009700,436.26206517219500,81.347421169281,587.7717897892000,277.7805132865910,120.43579852581000,
134,178.05782532692000,376.30479669570900,269.433935880661,435.8480658531190,81.34463971853260,587.7744054794310,278.077973484993,120.50942641496700,
135,178.0140699148180,377.52772665023800,269.3371231555940,435.62550473213200,81.33106076717380,587.7874839305880,278.2582114934920,120.00492990016900,
136,177.61496365070300,379.10199308395400,269.2426085472110,435.35294222831700,81.36219477653500,587.7642838954930,278.3740475177770,119.50566476583500,
137,177.25645744800600,380.51374554634100,269.34372568130500,435.35081934928900,81.38223946094510,587.7499544620510,278.704994559288,118.91513478756000,
138,176.55691802501700,382.59367418289200,269.35430431366000,435.36177492141700,81.35177117586140,587.7575740814210,279.04183280468000,118.17250621318800,
139,176.7984391450880,383.9954946041110,269.37586283683800,435.3515775203710,81.35185325145720,587.7577636241910,278.8870199918750,117.05217576026900,
140,176.0271838903430,386.89750814437900,269.39404714107500,435.3596520423890,81.43309897184370,587.7946865558620,278.5262521505360,115.8490719795230,
141,176.14663124084500,388.88205885887100,269.3229331970220,435.3515396118160,81.43564331531530,587.7965819835660,278.04025518894200,115.47336030006400,
142,175.9191906452180,390.8316957950590,269.28933691978500,435.34202456474300,81.44983327388760,587.8042016029360,277.47969710826900,115.02462726831400,
143,175.73559665679900,392.82993149757400,269.2516733407970,435.48763132095300,81.43507790565490,587.7981741428380,276.8828798532490,114.51029348373400,
144,175.3431111574170,394.0168104171750,269.214356303215,435.4827411174770,81.43771344423290,587.8073101043700,276.2623883485790,113.94690603017800,
145,175.05830883979800,395.4701864719390,269.21486699581100,435.5522654056550,81.49191981554030,587.9874894618990,276.378662109375,113.6458552479740,
146,175.2238826751710,397.31845593452500,269.21309781074500,435.5529098510740,81.49958020448690,587.9908633232120,276.44565403461500,113.36862999200800,
147,175.85064840316800,399.66795229911800,269.21313428878800,435.5529098510740,81.49947988986970,587.9908633232120,276.61700963974,113.71084946394000,
148,176.80232405662500,403.55073595047000,269.21187579631800,435.54623794555700,81.52246105670930,587.9695587158200,276.82061183452600,114.29148530960100,
149,176.87818014621700,406.92478680610700,269.2239135503770,435.53031635284400,81.52206891775130,587.9697103500370,276.78324007988000,114.87594991922400,
150,177.10485470295000,410.6013858318330,269.2242965698240,435.53031635284400,81.63143920898440,587.9055690765380,276.29031229019200,115.5648620724680,
151,176.83362221717800,414.86101841926600,269.1864870786670,435.51784443855300,81.63812381029130,587.9348723888400,276.19680082798000,115.66523444652600,
152,176.85344803333300,418.6764385700230,269.2028839588170,435.4878966808320,81.63816940784450,587.9348723888400,276.6701946258550,115.86185663938500,
153,177.0830043554310,422.7062315940860,269.1755619049070,435.40772008895900,81.63811469078060,587.9348723888400,276.6785298585890,115.78689247369800,
154,178.54807198047600,428.24505043029800,269.17568957805600,435.40654492378200,81.59426808357240,587.8817245960240,276.96240198612200,115.72798258066200,
155,179.2638623714450,431.3320577144620,269.23055255413100,435.4700038433080,81.61585396528240,587.8582212924960,276.9680560827260,115.47626978159000,
156,178.92366814613300,435.3875148296360,269.2309902906420,435.46992802619900,81.61715805530550,587.858335018158,276.9462057352070,115.49193549156200,
157,179.44411861896500,442.88506865501400,269.23746514320400,435.4900574684140,81.61893635988240,587.8530278205870,276.82218039035800,115.33582806587200,
158,177.86098980903600,448.41751885414100,269.2425173521040,435.50707840919500,81.61698478460310,587.8589415550230,276.70395505428300,115.14858824014700,
159,176.59649670124100,452.9440655708310,269.2008411884310,435.485963344574,81.61522471904760,587.8899507522580,276.60913038253800,114.71054542064700,
160,175.55960834026300,458.5169641971590,269.2011330127720,435.4885790348050,81.61620962619780,587.8903298377990,276.8529313802720,114.44570678472500,
161,173.18915569782300,463.10859990119900,269.2828985452650,435.53243923187300,81.61619138717650,587.8903298377990,276.7091896533970,114.09739351272600,
162,171.93002486228900,468.8203954696660,269.2473142147060,435.5131058692930,81.61623698472980,587.8903298377990,276.46133959293400,113.41582614183400,
163,169.88747334480300,472.8527283668520,269.2744174003600,435.5438117980960,81.44900339841840,587.832291841507,276.45564901828800,113.20984053611800,
164,167.85199856758100,476.9226665496830,269.3405156135560,435.55135560035700,81.40204703807830,587.8355898857120,276.7824010849000,113.05018866062200,
165,166.24391877651200,481.1575827598570,269.2744356393810,435.5537438392640,81.44696062803270,587.8132996559140,276.65923297405200,112.7912637591360,
166,163.87370324134800,485.0342252254490,269.239599108696,435.53213596344000,81.47314274311070,587.7886211872100,276.8180583715440,112.0775499343870,
167,162.4233362674710,489.20477271080000,269.27352368831600,435.54040002822900,81.42886751890180,587.8602304458620,276.7334840297700,111.28642684221300,
168,160.45386850833900,496.20087218284600,269.30806839466100,435.56962752342200,81.43235117197040,587.8648173809050,275.49428844451900,109.28696858882900,
169,157.94184458255800,502.0887529850010,269.27642369270300,435.5152666568760,81.50014561414720,587.8085989952090,275.613006234169,108.49902033805800,
170,155.66284239292100,509.7170534133910,269.33816277980800,435.58820271492000,81.41393887996670,587.8765690326690,275.4014335870740,107.7704274058340,
171,151.86296117305800,515.6326832771300,269.2754752635960,435.53956604003900,81.3343255519867,587.8363480567930,274.7621376514440,107.05244886875200,
172,150.37542307376900,524.1388700008390,269.30783128738400,435.544949054718,81.31403464078900,587.8445363044740,274.41448366642,106.21005445718800,
173,147.72939705848700,529.9853546619420,269.30783128738400,435.54491114616400,81.39681243896480,587.8767585754400,273.2334887981420,105.36420089006400,
174,145.05543798208200,537.4444692134860,269.31653130054500,435.53676080703700,81.39851778745650,587.8773651123050,272.7781698703770,105.0894586443900,
175,142.91969418525700,544.1311211586000,269.32393634319300,435.53061962127700,81.39740520715710,587.877023935318,272.7556993961330,105.01096898317300,
176,144.48953586816800,546.9181959629060,269.3228784799580,435.5281934738160,81.46778047084810,587.8231179714200,272.6924464702610,104.93559730052900,
177,145.3460403084760,547.4713196754460,269.3229149580000,435.5281934738160,81.46737921237950,587.8222839832310,272.62850046157800,104.33840489387500,
178,146.65144354105000,545.7450020313260,269.2658632993700,435.65571784973100,81.51892268657680,587.8751664161680,272.8743624687200,103.56616026163100,
179,146.76831007003800,544.7365207672120,269.2645865678790,435.65522503852800,81.89044243097310,588.0700542926790,272.8038686513900,102.92220765352200,
180,145.15460354089700,543.6295909881590,269.2646230459210,435.65522503852800,82.04174423217770,588.2394297122960,272.51782608032200,101.19562464952500,
181,145.2073963880540,543.5482771396640,269.2645500898360,435.65586948394800,82.02241086959840,588.1445825099950,272.2813936471940,100.65584474802000,
182,143.98460680246400,543.8690214157100,269.248682141304,435.61689949035600,82.47452884912490,588.155158996582,271.9449201822280,99.81525099277500,
183,140.96612173318900,544.6060774326320,269.24632930755600,435.61155438423200,82.2754225730896,587.891770362854,271.77329099178300,99.16544151306150,
184,137.39837765693700,547.7946796417240,269.2297682762150,435.5854353904720,82.15521830320360,587.947761297226,271.63952600956000,99.10348945856090,
185,135.90440118312800,552.7495172023770,269.21627140045200,435.5631830692290,82.22628664970400,587.903067111969,271.59969198703800,99.09144401550290,
186,133.0703308582310,550.5479021072390,269.31095016002700,435.62250995636000,82.40386176109310,587.8921494483950,271.40548288822200,99.01618605852130,
187,131.23949790000900,549.8878004550930,269.3113331794740,435.623078584671,82.47901564836500,587.9891195297240,271.2730493545530,99.05824559926990,
188,131.04014539718600,549.6104235649110,269.311460852623,435.6214864254000,82.4119781255722,587.9554946422580,270.88838839530900,98.79520761966710,
189,130.418194770813,549.0894842147830,269.3162212371830,435.62304067611700,82.41796052455900,587.9048488140110,270.424679517746,98.7632886171341,
190,129.58963251113900,548.656720161438,269.3187929391860,435.62486028671300,82.34817802906040,587.8513977527620,269.9046303033830,97.75400179624560,
191,127.52332466840700,546.8906743526460,269.2700582742690,435.59999227523800,82.37873750925060,587.8739154338840,269.75322818756100,96.77442580461500,
192,124.57456737756700,545.9672219753270,269.31213569641100,435.6226236820220,82.71470940113070,587.8452944755550,269.6304978132250,96.16498893499370,
193,123.48462170362500,543.9648542404180,269.3018124103550,435.69154143333400,82.73935943841930,587.6501033306120,269.35846281051600,95.66028392314910,
194,120.99866133928300,542.019273519516,269.30252373218500,435.69036626815800,82.93927735090260,587.7140929698940,269.25787460804000,95.14538151025770,
195,117.26049184799200,540.537769317627,269.30256021022800,435.7037100791930,83.10864490270620,587.7219779491430,268.9825748205190,94.66907948255540,
196,114.4647508263590,538.9417054653170,269.30257844924900,435.71705389022800,83.76686382293700,588.1359393596650,268.7572317123410,94.36759275197980,
197,111.11757123470300,536.4008846282960,269.3029432296750,435.72255063056900,84.87351644039150,588.6231780052190,268.426904797554,94.00752782821660,
198,107.72756642103200,535.3896360397340,269.3033992052080,435.7222852706910,85.20831191539760,588.8831169605260,268.3894965648650,93.89203941822050,
199,103.93984150886500,534.9878053665160,269.30380046367600,435.7241048812870,85.27093559503560,588.877923488617,268.75372982025100,93.69224238395690,
200,100.77318263053900,533.7798492908480,269.3042017221450,435.72588658332800,85.47171074151990,589.0504832267760,269.25774693489100,93.50007444620130,
201,97.37833535671230,532.3612732887270,269.3046029806140,435.72770619392400,86.42293953895570,588.9165143966680,269.248682141304,93.26578062772750,
202,93.32052701711660,531.912246465683,269.30498600006100,435.72933626174900,86.82258385419850,588.5328419208530,269.18424367904700,93.06778424978260,
203,89.28823506832120,530.0885038375850,269.30538725853000,435.73085260391200,87.49209272861480,590.6140215396880,269.1622656583790,93.04645121097570,
204,85.369280397892,530.008175611496,269.3057885169980,435.7322552204130,87.11001259088520,591.1180536746980,268.8377387523650,92.6519558429718,
205,81.48512578010560,529.5533487796780,269.3055696487430,435.7255074977880,88.25788539648060,591.3505847454070,268.4076626300810,91.85098600387570,
206,77.09023296833040,528.6585173606870,269.31685960292800,435.7480630874630,89.52642756700520,592.4127066135410,267.92746567726100,91.13378459215160,
207,71.56298875808720,529.7220418453220,269.32515835762000,435.7634539604190,90.43148428201680,593.0731873512270,267.570072054863,90.33951508998870,
208,68.04682919383050,529.037716627121,269.2770438194280,435.54426670074500,91.12217777967450,592.8566157817840,266.73629343509700,89.5985734462738,
